Date,Primary,Industry,Employment,name
1989 Q3,G.MVMVPR,41 Food Retailing,246.5,Retail Trade
1989 Q3,G.MVMVPR,42 Other Store-Based Retailing,479.4,Retail Trade
1989 Q3,G.MVMVPR,43 Non-Store Retailing and Retail Commission Based Buying and/or Selling,1.5,Retail Trade
1989 Q3,H.AFS,44 Accommodation,77.2,Accommodation&Food
1989 Q3,H.AFS,45 Food and Beverage Services,342.4,Accommodation&Food
1989 Q3,I.TPW,46 Road Transport,185.5,Transport
1989 Q3,I.TPW,47 Rail Transport,59.2,Transport
1989 Q3,I.TPW,48 Water Transport,6.3,Transport
1989 Q3,I.TPW,49 Air and Space Transport,43.9,Transport
1989 Q3,I.TPW,50 Other Transport,12.6,Transport
1989 Q3,I.TPW,51 Postal and Courier Pick-up and Delivery Services,71.2,Transport
1989 Q3,I.TPW,52 Transport Support Services,48.3,Transport
1989 Q3,I.TPW,53 Warehousing and Storage Services,11.5,Transport
1989 Q3,J.IMT,54 Publishing (except Internet and Music Publishing),47.3,Media&telecom
1989 Q3,J.IMT,55 Motion Picture and Sound Recording Activities,23,Media&telecom
1989 Q3,J.IMT,56 Broadcasting (except Internet),18.2,Media&telecom
1989 Q3,J.IMT,57 Internet Publishing and Broadcasting,0,Media&telecom
1989 Q3,J.IMT,58 Telecommunications Services,73.8,Media&telecom
1989 Q3,J.IMT,"59 Internet Service Providers, Web Search Portals and Data Processing Services",7.9,Media&telecom
1989 Q3,J.IMT,60 Library and Other Information Services,9.5,Media&telecom
1989 Q3,K.FIS,62 Finance,222.2,Financial
1989 Q3,K.FIS,63 Insurance and Superannuation Funds,71.7,Financial
1989 Q3,K.FIS,64 Auxiliary Finance and Insurance Services,55,Financial
1989 Q3,L.RHRES,66 Rental and Hiring Services (except Real Estate),37.5,Retal&Realestate
1989 Q3,L.RHRES,67 Property Operators and Real Estate Services,88.2,Retal&Realestate
1989 Q3,M.PSTS,"69 Professional, Scientific and Technical Services (Except Computer System)
Design and Related Services)",336.6,Professional&Scientific
1989 Q3,M.PSTS,70 Computer System Design and Related Services,21.1,Professional&Scientific
1989 Q3,N.ASS,72 Administrative Services,83.8,Administrative
1989 Q3,N.ASS,"73 Building Cleaning, Pest Control and Other Support Services",80.5,Administrative
1989 Q3,O.PAS,75 Public Administration,288.6,Public
1989 Q3,O.PAS,76 Defence,23.9,Public
1989 Q3,O.PAS,"77 Public Order, Safety and Regulatory Services",94.1,Public
1989 Q3,P.EDUTRA,80 Preschool and School Education,352.6,Education
1989 Q3,P.EDUTRA,81 Tertiary Education,135.7,Education
1989 Q3,P.EDUTRA,"82 Adult, Community and Other Education",34.6,Education
1989 Q3,Q.HCSA,84 Hospitals,247.8,Healthcare
1989 Q3,Q.HCSA,85 Medical and Other Health Care Services,152.6,Healthcare
1989 Q3,Q.HCSA,86 Residential Care Services,125.7,Healthcare
1989 Q3,Q.HCSA,87 Social Assistance Services,107.8,Healthcare
1989 Q3,R.ARS,89 Heritage Activities,96.3,Arts
1989 Q3,R.ARS,90 Creative and Performing Arts Activities,11,Arts
1989 Q3,R.ARS,91 Sports and Recreation Activities,48.1,Arts
1989 Q3,R.ARS,92 Gambling Activities,24.6,Arts
1989 Q3,S.Other,94 Repair and Maintenance,198.7,Other
1989 Q3,S.Other,95 Personal and Other Services,136.8,Other
1989 Q3,S.Other,96 Private Households Employing Staff and Undifferentiated Goods- and Service- Producing Activities of Households for Own Use,9.8,Other
1989 Q4,A.AFF,01 Agriculture,383.8,Agriculture
1989 Q4,A.AFF,02 Aquaculture,4.1,Agriculture
1989 Q4,A.AFF,03 Forestry and Logging,9.2,Agriculture
1989 Q4,A.AFF,"04 Fishing, Hunting and Trapping",8.9,Agriculture
1989 Q4,A.AFF,"05 Agriculture, Forestry and Fishing Support Services",24.3,Agriculture
1989 Q4,B.MINING,06 Coal Mining,32.9,Mining
1989 Q4,B.MINING,07 Oil and Gas Extraction,3.2,Mining
1989 Q4,B.MINING,08 Metal Ore Mining,40.9,Mining
1989 Q4,B.MINING,09 Non-Metallic Mineral Mining and Quarrying,12.8,Mining
1989 Q4,B.MINING,10 Exploration and Other Mining Support Services,16.7,Mining
1989 Q4,C.MANU,11Food Product Manufacturing,165.6,Manufacturing
1989 Q4,C.MANU,12Beverage and Tobacco Product Manufacturing,27,Manufacturing
1989 Q4,C.MANU,"13Textile, Leather, Clothing and Footwear Manufacturing",115.7,Manufacturing
1989 Q4,C.MANU,14Wood Product Manufacturing,59.7,Manufacturing
1989 Q4,C.MANU,"15Pulp, Paper and Converted Paper Product Manufacturing",27.7,Manufacturing
1989 Q4,C.MANU,16Printing (including the Reproduction of Recorded Media),53.9,Manufacturing
1989 Q4,C.MANU,17Petroleum and Coal Product Manufacturing,7.1,Manufacturing
1989 Q4,C.MANU,18 Basic Chemical and Chemical Product Manufacturing,45.2,Manufacturing
1989 Q4,C.MANU,19Polymer Product and Rubber Product Manufacturing,59.9,Manufacturing
1989 Q4,C.MANU,20Non-Metallic Mineral Product Manufacturing,52.8,Manufacturing
1989 Q4,C.MANU,21Primary Metal and Metal Product Manufacturing,81.1,Manufacturing
1989 Q4,C.MANU,22Fabricated Metal Product Manufacturing,123.2,Manufacturing
1989 Q4,C.MANU,23Transport Equipment Manufacturing,128.2,Manufacturing
1989 Q4,C.MANU,24Machinery and Equipment Manufacturing,135,Manufacturing
1989 Q4,C.MANU,25Furniture and Other Manufacturing,82.1,Manufacturing
1989 Q4,D.EGWWS,26Electricity Supply,62.1,"Electricity,Gas"
1989 Q4,D.EGWWS,27Gas Supply,11.2,"Electricity,Gas"
1989 Q4,D.EGWWS,"28Water Supply, Sewerage and Drainage Services",34.6,"Electricity,Gas"
1989 Q4,D.EGWWS,"29Waste Collection, Treatment and Disposal Services",11.7,"Electricity,Gas"
1989 Q4,E.Const,30 Building Construction,172.2,Construction
1989 Q4,E.Const,31 Heavy and Civil Engineering Construction,63.2,Construction
1989 Q4,E.Const,32 Construction Services,376.4,Construction
1989 Q4,F.Wholesale,"
33 Basic Material Wholesaling",135.4,Wholesale
1989 Q4,F.Wholesale,34 Machinery and Equipment Wholesaling,105.8,Wholesale
1989 Q4,F.Wholesale,35 Motor Vehicle and Motor Vehicle Parts Wholesaling,28,Wholesale
1989 Q4,F.Wholesale,"36 Grocery, Liquor and Tobacco Product Wholesaling",59.4,Wholesale
1989 Q4,F.Wholesale,37 Other Goods Wholesaling,97.7,Wholesale
1989 Q4,F.Wholesale,38 Commission-Based Wholesaling,4.9,Wholesale
1989 Q4,G.MVMVPR,39Motor Vehicle and Motor Vehicle Parts Retailing,11.7,Retail Trade
1989 Q4,G.MVMVPR,40 Fuel Retailing,41.7,Retail Trade
1989 Q4,G.MVMVPR,41 Food Retailing,250.6,Retail Trade
1989 Q4,G.MVMVPR,42 Other Store-Based Retailing,498.2,Retail Trade
1989 Q4,G.MVMVPR,43 Non-Store Retailing and Retail Commission Based Buying and/or Selling,1.5,Retail Trade
1989 Q4,H.AFS,44 Accommodation,81.6,Accommodation&Food
1989 Q4,H.AFS,45 Food and Beverage Services,357.3,Accommodation&Food
1989 Q4,I.TPW,46 Road Transport,181.6,Transport
1989 Q4,I.TPW,47 Rail Transport,49.9,Transport
1989 Q4,I.TPW,48 Water Transport,8.4,Transport
1989 Q4,I.TPW,49 Air and Space Transport,42.9,Transport
1989 Q4,I.TPW,50 Other Transport,11.7,Transport
1989 Q4,I.TPW,51 Postal and Courier Pick-up and Delivery Services,72,Transport
1989 Q4,I.TPW,52 Transport Support Services,48.4,Transport
1989 Q4,I.TPW,53 Warehousing and Storage Services,16.4,Transport
1989 Q4,J.IMT,54 Publishing (except Internet and Music Publishing),45.1,Media&telecom
1989 Q4,J.IMT,55 Motion Picture and Sound Recording Activities,22.7,Media&telecom
1989 Q4,J.IMT,56 Broadcasting (except Internet),18,Media&telecom
1989 Q4,J.IMT,57 Internet Publishing and Broadcasting,0,Media&telecom
1989 Q4,J.IMT,58 Telecommunications Services,74.6,Media&telecom
1989 Q4,J.IMT,"59 Internet Service Providers, Web Search Portals and Data Processing Services",8,Media&telecom
1989 Q4,J.IMT,60 Library and Other Information Services,9.2,Media&telecom
1989 Q4,K.FIS,62 Finance,218.2,Financial
1989 Q4,K.FIS,63 Insurance and Superannuation Funds,75.7,Financial
1989 Q4,K.FIS,64 Auxiliary Finance and Insurance Services,55.8,Financial
1989 Q4,L.RHRES,66 Rental and Hiring Services (except Real Estate),41.2,Retal&Realestate
1989 Q4,L.RHRES,67 Property Operators and Real Estate Services,87.2,Retal&Realestate
1989 Q4,M.PSTS,"69 Professional, Scientific and Technical Services (Except Computer System)
Design and Related Services)",350.1,Professional&Scientific
1989 Q4,M.PSTS,70 Computer System Design and Related Services,21.9,Professional&Scientific
1989 Q4,N.ASS,72 Administrative Services,86,Administrative
1989 Q4,N.ASS,"73 Building Cleaning, Pest Control and Other Support Services",84.8,Administrative
1989 Q4,O.PAS,75 Public Administration,297.1,Public
1989 Q4,O.PAS,76 Defence,26.3,Public
1989 Q4,O.PAS,"77 Public Order, Safety and Regulatory Services",94.8,Public
1989 Q4,P.EDUTRA,80 Preschool and School Education,360.9,Education
1989 Q4,P.EDUTRA,81 Tertiary Education,136.2,Education
1989 Q4,P.EDUTRA,"82 Adult, Community and Other Education",35.7,Education
1989 Q4,Q.HCSA,84 Hospitals,244,Healthcare
1989 Q4,Q.HCSA,85 Medical and Other Health Care Services,158.3,Healthcare
1989 Q4,Q.HCSA,86 Residential Care Services,124.1,Healthcare
1989 Q4,Q.HCSA,87 Social Assistance Services,108.2,Healthcare
1989 Q4,R.ARS,89 Heritage Activities,103.8,Arts
1989 Q4,R.ARS,90 Creative and Performing Arts Activities,10.9,Arts
1989 Q4,R.ARS,91 Sports and Recreation Activities,52.1,Arts
1989 Q4,R.ARS,92 Gambling Activities,27.8,Arts
1989 Q4,S.Other,94 Repair and Maintenance,206.3,Other
1989 Q4,S.Other,95 Personal and Other Services,143.6,Other
1989 Q4,S.Other,96 Private Households Employing Staff and Undifferentiated Goods- and Service- Producing Activities of Households for Own Use,14.7,Other
1990 Q1,A.AFF,01 Agriculture,380.9,Agriculture
1990 Q1,A.AFF,02 Aquaculture,4.3,Agriculture
1990 Q1,A.AFF,03 Forestry and Logging,8.5,Agriculture
1990 Q1,A.AFF,"04 Fishing, Hunting and Trapping",9.5,Agriculture
1990 Q1,A.AFF,"05 Agriculture, Forestry and Fishing Support Services",19.1,Agriculture
1990 Q1,B.MINING,06 Coal Mining,32.8,Mining
1990 Q1,B.MINING,07 Oil and Gas Extraction,4.3,Mining
1990 Q1,B.MINING,08 Metal Ore Mining,40.8,Mining
1990 Q1,B.MINING,09 Non-Metallic Mineral Mining and Quarrying,10.7,Mining
1990 Q1,B.MINING,10 Exploration and Other Mining Support Services,16.1,Mining
1990 Q1,C.MANU,11Food Product Manufacturing,166.7,Manufacturing
1990 Q1,C.MANU,12Beverage and Tobacco Product Manufacturing,26.7,Manufacturing
1990 Q1,C.MANU,"13Textile, Leather, Clothing and Footwear Manufacturing",114.8,Manufacturing
1990 Q1,C.MANU,14Wood Product Manufacturing,60.7,Manufacturing
1990 Q1,C.MANU,"15Pulp, Paper and Converted Paper Product Manufacturing",27.1,Manufacturing
1990 Q1,C.MANU,16Printing (including the Reproduction of Recorded Media),50.9,Manufacturing
1990 Q1,C.MANU,17Petroleum and Coal Product Manufacturing,6.7,Manufacturing
1990 Q1,C.MANU,18 Basic Chemical and Chemical Product Manufacturing,45.3,Manufacturing
1990 Q1,C.MANU,19Polymer Product and Rubber Product Manufacturing,59,Manufacturing
1990 Q1,C.MANU,20Non-Metallic Mineral Product Manufacturing,51.1,Manufacturing
1990 Q1,C.MANU,21Primary Metal and Metal Product Manufacturing,74.6,Manufacturing
1990 Q1,C.MANU,22Fabricated Metal Product Manufacturing,122.1,Manufacturing
1990 Q1,C.MANU,23Transport Equipment Manufacturing,122.6,Manufacturing
1990 Q1,C.MANU,24Machinery and Equipment Manufacturing,133.7,Manufacturing
1990 Q1,C.MANU,25Furniture and Other Manufacturing,81.1,Manufacturing
1990 Q1,D.EGWWS,26Electricity Supply,57.9,"Electricity,Gas"
1990 Q1,D.EGWWS,27Gas Supply,11.4,"Electricity,Gas"
1990 Q1,D.EGWWS,"28Water Supply, Sewerage and Drainage Services",37.5,"Electricity,Gas"
1990 Q1,D.EGWWS,"29Waste Collection, Treatment and Disposal Services",11.5,"Electricity,Gas"
1990 Q1,E.Const,30 Building Construction,174,Construction
1990 Q1,E.Const,31 Heavy and Civil Engineering Construction,66.4,Construction
1990 Q1,E.Const,32 Construction Services,379.6,Construction
1990 Q1,F.Wholesale,"
33 Basic Material Wholesaling",132.5,Wholesale
1990 Q1,F.Wholesale,34 Machinery and Equipment Wholesaling,101.2,Wholesale
1990 Q1,F.Wholesale,35 Motor Vehicle and Motor Vehicle Parts Wholesaling,27.1,Wholesale
1990 Q1,F.Wholesale,"36 Grocery, Liquor and Tobacco Product Wholesaling",59.5,Wholesale
1990 Q1,F.Wholesale,37 Other Goods Wholesaling,98.6,Wholesale
1990 Q1,F.Wholesale,38 Commission-Based Wholesaling,4.8,Wholesale
1990 Q1,G.MVMVPR,39Motor Vehicle and Motor Vehicle Parts Retailing,10.4,Retail Trade
1990 Q1,G.MVMVPR,40 Fuel Retailing,40.6,Retail Trade
1990 Q1,G.MVMVPR,41 Food Retailing,251.4,Retail Trade
1990 Q1,G.MVMVPR,42 Other Store-Based Retailing,497.1,Retail Trade
1990 Q1,G.MVMVPR,43 Non-Store Retailing and Retail Commission Based Buying and/or Selling,1.5,Retail Trade
1990 Q1,H.AFS,44 Accommodation,83.9,Accommodation&Food
1990 Q1,H.AFS,45 Food and Beverage Services,362.2,Accommodation&Food
1990 Q1,I.TPW,46 Road Transport,176.2,Transport
1990 Q1,I.TPW,47 Rail Transport,48.9,Transport
1990 Q1,I.TPW,48 Water Transport,8.5,Transport
1990 Q1,I.TPW,49 Air and Space Transport,45.3,Transport
1990 Q1,I.TPW,50 Other Transport,11.4,Transport
1990 Q1,I.TPW,51 Postal and Courier Pick-up and Delivery Services,69.6,Transport
1990 Q1,I.TPW,52 Transport Support Services,45.5,Transport
1990 Q1,I.TPW,53 Warehousing and Storage Services,17,Transport
1990 Q1,J.IMT,54 Publishing (except Internet and Music Publishing),42.4,Media&telecom
1990 Q1,J.IMT,55 Motion Picture and Sound Recording Activities,20.8,Media&telecom
1990 Q1,J.IMT,56 Broadcasting (except Internet),16.4,Media&telecom
1990 Q1,J.IMT,57 Internet Publishing and Broadcasting,0,Media&telecom
1990 Q1,J.IMT,58 Telecommunications Services,72.3,Media&telecom
1990 Q1,J.IMT,"59 Internet Service Providers, Web Search Portals and Data Processing Services",7.7,Media&telecom
1990 Q1,J.IMT,60 Library and Other Information Services,8.3,Media&telecom
1990 Q1,K.FIS,62 Finance,231.3,Financial
1990 Q1,K.FIS,63 Insurance and Superannuation Funds,78.7,Financial
1990 Q1,K.FIS,64 Auxiliary Finance and Insurance Services,51.6,Financial
1990 Q1,L.RHRES,66 Rental and Hiring Services (except Real Estate),42.7,Retal&Realestate
1990 Q1,L.RHRES,67 Property Operators and Real Estate Services,88.7,Retal&Realestate
1990 Q1,M.PSTS,"69 Professional, Scientific and Technical Services (Except Computer System)
Design and Related Services)",360.9,Professional&Scientific
1990 Q1,M.PSTS,70 Computer System Design and Related Services,20.8,Professional&Scientific
1990 Q1,N.ASS,72 Administrative Services,81.8,Administrative
1990 Q1,N.ASS,"73 Building Cleaning, Pest Control and Other Support Services",82.6,Administrative
1990 Q1,O.PAS,75 Public Administration,311.4,Public
1990 Q1,O.PAS,76 Defence,25.3,Public
1990 Q1,O.PAS,"77 Public Order, Safety and Regulatory Services",92.8,Public
1990 Q1,P.EDUTRA,80 Preschool and School Education,353.2,Education
1990 Q1,P.EDUTRA,81 Tertiary Education,127,Education
1990 Q1,P.EDUTRA,"82 Adult, Community and Other Education",33.4,Education
1990 Q1,Q.HCSA,84 Hospitals,255.4,Healthcare
1990 Q1,Q.HCSA,85 Medical and Other Health Care Services,154.9,Healthcare
1990 Q1,Q.HCSA,86 Residential Care Services,126.6,Healthcare
1990 Q1,Q.HCSA,87 Social Assistance Services,94.6,Healthcare
1990 Q1,R.ARS,89 Heritage Activities,95.4,Arts
1990 Q1,R.ARS,90 Creative and Performing Arts Activities,9.9,Arts
1990 Q1,R.ARS,91 Sports and Recreation Activities,47.9,Arts
1990 Q1,R.ARS,92 Gambling Activities,25.6,Arts
1990 Q1,S.Other,94 Repair and Maintenance,200.2,Other
1990 Q1,S.Other,95 Personal and Other Services,140.4,Other
1990 Q1,S.Other,96 Private Households Employing Staff and Undifferentiated Goods- and Service- Producing Activities of Households for Own Use,11.8,Other
1990 Q2,A.AFF,01 Agriculture,396.4,Agriculture
1990 Q2,A.AFF,02 Aquaculture,5,Agriculture
1990 Q2,A.AFF,03 Forestry and Logging,7.3,Agriculture
1990 Q2,A.AFF,"04 Fishing, Hunting and Trapping",12.2,Agriculture
1990 Q2,A.AFF,"05 Agriculture, Forestry and Fishing Support Services",22.2,Agriculture
1990 Q2,B.MINING,06 Coal Mining,30.7,Mining
1990 Q2,B.MINING,07 Oil and Gas Extraction,4.5,Mining
1990 Q2,B.MINING,08 Metal Ore Mining,40.7,Mining
1990 Q2,B.MINING,09 Non-Metallic Mineral Mining and Quarrying,8.9,Mining
1990 Q2,B.MINING,10 Exploration and Other Mining Support Services,14.4,Mining
1990 Q2,C.MANU,11Food Product Manufacturing,172.4,Manufacturing
1990 Q2,C.MANU,12Beverage and Tobacco Product Manufacturing,22.9,Manufacturing
1990 Q2,C.MANU,"13Textile, Leather, Clothing and Footwear Manufacturing",116.5,Manufacturing
1990 Q2,C.MANU,14Wood Product Manufacturing,56.6,Manufacturing
1990 Q2,C.MANU,"15Pulp, Paper and Converted Paper Product Manufacturing",29.3,Manufacturing
1990 Q2,C.MANU,16Printing (including the Reproduction of Recorded Media),54.7,Manufacturing
1990 Q2,C.MANU,17Petroleum and Coal Product Manufacturing,9.6,Manufacturing
1990 Q2,C.MANU,18 Basic Chemical and Chemical Product Manufacturing,47.4,Manufacturing
1990 Q2,C.MANU,19Polymer Product and Rubber Product Manufacturing,50.6,Manufacturing
1990 Q2,C.MANU,20Non-Metallic Mineral Product Manufacturing,56,Manufacturing
1990 Q2,C.MANU,21Primary Metal and Metal Product Manufacturing,72.8,Manufacturing
1990 Q2,C.MANU,22Fabricated Metal Product Manufacturing,116.8,Manufacturing
1990 Q2,C.MANU,23Transport Equipment Manufacturing,119.9,Manufacturing
1990 Q2,C.MANU,24Machinery and Equipment Manufacturing,123.2,Manufacturing
1990 Q2,C.MANU,25Furniture and Other Manufacturing,85.2,Manufacturing
1990 Q2,D.EGWWS,26Electricity Supply,62.5,"Electricity,Gas"
1990 Q2,D.EGWWS,27Gas Supply,8.3,"Electricity,Gas"
1990 Q2,D.EGWWS,"28Water Supply, Sewerage and Drainage Services",36.4,"Electricity,Gas"
1990 Q2,D.EGWWS,"29Waste Collection, Treatment and Disposal Services",12.1,"Electricity,Gas"
1990 Q2,E.Const,30 Building Construction,144.3,Construction
1990 Q2,E.Const,31 Heavy and Civil Engineering Construction,62.6,Construction
1990 Q2,E.Const,32 Construction Services,370,Construction
1990 Q2,F.Wholesale,"
33 Basic Material Wholesaling",141.7,Wholesale
1990 Q2,F.Wholesale,34 Machinery and Equipment Wholesaling,107.7,Wholesale
1990 Q2,F.Wholesale,35 Motor Vehicle and Motor Vehicle Parts Wholesaling,28.3,Wholesale
1990 Q2,F.Wholesale,"36 Grocery, Liquor and Tobacco Product Wholesaling",61.2,Wholesale
1990 Q2,F.Wholesale,37 Other Goods Wholesaling,90.8,Wholesale
1990 Q2,F.Wholesale,38 Commission-Based Wholesaling,4.1,Wholesale
1990 Q2,G.MVMVPR,39Motor Vehicle and Motor Vehicle Parts Retailing,11.1,Retail Trade
1990 Q2,G.MVMVPR,40 Fuel Retailing,41.5,Retail Trade
1990 Q2,G.MVMVPR,41 Food Retailing,256,Retail Trade
1990 Q2,G.MVMVPR,42 Other Store-Based Retailing,504.2,Retail Trade
1990 Q2,G.MVMVPR,43 Non-Store Retailing and Retail Commission Based Buying and/or Selling,1.5,Retail Trade
1990 Q2,H.AFS,44 Accommodation,86.9,Accommodation&Food
1990 Q2,H.AFS,45 Food and Beverage Services,369.2,Accommodation&Food
1990 Q2,I.TPW,46 Road Transport,185.1,Transport
1990 Q2,I.TPW,47 Rail Transport,48.9,Transport
1990 Q2,I.TPW,48 Water Transport,5.8,Transport
1990 Q2,I.TPW,49 Air and Space Transport,37.5,Transport
1990 Q2,I.TPW,50 Other Transport,10.8,Transport
1990 Q2,I.TPW,51 Postal and Courier Pick-up and Delivery Services,72.5,Transport
1990 Q2,I.TPW,52 Transport Support Services,43.8,Transport
1990 Q2,I.TPW,53 Warehousing and Storage Services,14.2,Transport
1990 Q2,J.IMT,54 Publishing (except Internet and Music Publishing),45.8,Media&telecom
1990 Q2,J.IMT,55 Motion Picture and Sound Recording Activities,20.8,Media&telecom
1990 Q2,J.IMT,56 Broadcasting (except Internet),16.5,Media&telecom
1990 Q2,J.IMT,57 Internet Publishing and Broadcasting,0,Media&telecom
1990 Q2,J.IMT,58 Telecommunications Services,75.4,Media&telecom
1990 Q2,J.IMT,"59 Internet Service Providers, Web Search Portals and Data Processing Services",8.1,Media&telecom
1990 Q2,J.IMT,60 Library and Other Information Services,9.8,Media&telecom
1990 Q2,K.FIS,62 Finance,233.7,Financial
1990 Q2,K.FIS,63 Insurance and Superannuation Funds,87.9,Financial
1990 Q2,K.FIS,64 Auxiliary Finance and Insurance Services,58.2,Financial
1990 Q2,L.RHRES,66 Rental and Hiring Services (except Real Estate),44.6,Retal&Realestate
1990 Q2,L.RHRES,67 Property Operators and Real Estate Services,84.9,Retal&Realestate
1990 Q2,M.PSTS,"69 Professional, Scientific and Technical Services (Except Computer System)
Design and Related Services)",339.6,Professional&Scientific
1990 Q2,M.PSTS,70 Computer System Design and Related Services,21.5,Professional&Scientific
1990 Q2,N.ASS,72 Administrative Services,86.6,Administrative
1990 Q2,N.ASS,"73 Building Cleaning, Pest Control and Other Support Services",83,Administrative
1990 Q2,O.PAS,75 Public Administration,333,Public
1990 Q2,O.PAS,76 Defence,25.2,Public
1990 Q2,O.PAS,"77 Public Order, Safety and Regulatory Services",97.6,Public
1990 Q2,P.EDUTRA,80 Preschool and School Education,380.7,Education
1990 Q2,P.EDUTRA,81 Tertiary Education,143,Education
1990 Q2,P.EDUTRA,"82 Adult, Community and Other Education",35.8,Education
1990 Q2,Q.HCSA,84 Hospitals,255.1,Healthcare
1990 Q2,Q.HCSA,85 Medical and Other Health Care Services,164.2,Healthcare
1990 Q2,Q.HCSA,86 Residential Care Services,128.4,Healthcare
1990 Q2,Q.HCSA,87 Social Assistance Services,105.9,Healthcare
1990 Q2,R.ARS,89 Heritage Activities,94,Arts
1990 Q2,R.ARS,90 Creative and Performing Arts Activities,10,Arts
1990 Q2,R.ARS,91 Sports and Recreation Activities,46.6,Arts
1990 Q2,R.ARS,92 Gambling Activities,24.6,Arts
1990 Q2,S.Other,94 Repair and Maintenance,204.8,Other
1990 Q2,S.Other,95 Personal and Other Services,142.3,Other
1990 Q2,S.Other,96 Private Households Employing Staff and Undifferentiated Goods- and Service- Producing Activities of Households for Own Use,14.2,Other
1990 Q3,A.AFF,01 Agriculture,380,Agriculture
1990 Q3,A.AFF,02 Aquaculture,4.3,Agriculture
1990 Q3,A.AFF,03 Forestry and Logging,7.9,Agriculture
1990 Q3,A.AFF,"04 Fishing, Hunting and Trapping",9.8,Agriculture
1990 Q3,A.AFF,"05 Agriculture, Forestry and Fishing Support Services",22,Agriculture
1990 Q3,B.MINING,06 Coal Mining,28.2,Mining
1990 Q3,B.MINING,07 Oil and Gas Extraction,4.5,Mining
1990 Q3,B.MINING,08 Metal Ore Mining,39.2,Mining
1990 Q3,B.MINING,09 Non-Metallic Mineral Mining and Quarrying,10,Mining
1990 Q3,B.MINING,10 Exploration and Other Mining Support Services,13.4,Mining
1990 Q3,C.MANU,11Food Product Manufacturing,178.4,Manufacturing
1990 Q3,C.MANU,12Beverage and Tobacco Product Manufacturing,19,Manufacturing
1990 Q3,C.MANU,"13Textile, Leather, Clothing and Footwear Manufacturing",108.2,Manufacturing
1990 Q3,C.MANU,14Wood Product Manufacturing,48.6,Manufacturing
1990 Q3,C.MANU,"15Pulp, Paper and Converted Paper Product Manufacturing",26.6,Manufacturing
1990 Q3,C.MANU,16Printing (including the Reproduction of Recorded Media),57,Manufacturing
1990 Q3,C.MANU,17Petroleum and Coal Product Manufacturing,9.5,Manufacturing
1990 Q3,C.MANU,18 Basic Chemical and Chemical Product Manufacturing,42.9,Manufacturing
1990 Q3,C.MANU,19Polymer Product and Rubber Product Manufacturing,56.3,Manufacturing
1990 Q3,C.MANU,20Non-Metallic Mineral Product Manufacturing,52.2,Manufacturing
1990 Q3,C.MANU,21Primary Metal and Metal Product Manufacturing,74.6,Manufacturing
1990 Q3,C.MANU,22Fabricated Metal Product Manufacturing,120.3,Manufacturing
1990 Q3,C.MANU,23Transport Equipment Manufacturing,121.6,Manufacturing
1990 Q3,C.MANU,24Machinery and Equipment Manufacturing,130.3,Manufacturing
1990 Q3,C.MANU,25Furniture and Other Manufacturing,79.3,Manufacturing
1990 Q3,D.EGWWS,26Electricity Supply,62.3,"Electricity,Gas"
1990 Q3,D.EGWWS,27Gas Supply,5.2,"Electricity,Gas"
1990 Q3,D.EGWWS,"28Water Supply, Sewerage and Drainage Services",36.5,"Electricity,Gas"
1990 Q3,D.EGWWS,"29Waste Collection, Treatment and Disposal Services",12.8,"Electricity,Gas"
1990 Q3,E.Const,30 Building Construction,152.4,Construction
1990 Q3,E.Const,31 Heavy and Civil Engineering Construction,54.8,Construction
1990 Q3,E.Const,32 Construction Services,380.2,Construction
1990 Q3,F.Wholesale,"
33 Basic Material Wholesaling",138.8,Wholesale
1990 Q3,F.Wholesale,34 Machinery and Equipment Wholesaling,98.8,Wholesale
1990 Q3,F.Wholesale,35 Motor Vehicle and Motor Vehicle Parts Wholesaling,27.2,Wholesale
1990 Q3,F.Wholesale,"36 Grocery, Liquor and Tobacco Product Wholesaling",66.5,Wholesale
1990 Q3,F.Wholesale,37 Other Goods Wholesaling,96.3,Wholesale
1990 Q3,F.Wholesale,38 Commission-Based Wholesaling,4,Wholesale
1990 Q3,G.MVMVPR,39Motor Vehicle and Motor Vehicle Parts Retailing,10.9,Retail Trade
1990 Q3,G.MVMVPR,40 Fuel Retailing,41.1,Retail Trade
1990 Q3,G.MVMVPR,41 Food Retailing,242.4,Retail Trade
1990 Q3,G.MVMVPR,42 Other Store-Based Retailing,479.1,Retail Trade
1990 Q3,G.MVMVPR,43 Non-Store Retailing and Retail Commission Based Buying and/or Selling,1.6,Retail Trade
1990 Q3,H.AFS,44 Accommodation,83.8,Accommodation&Food
1990 Q3,H.AFS,45 Food and Beverage Services,351.4,Accommodation&Food
1990 Q3,I.TPW,46 Road Transport,193.4,Transport
1990 Q3,I.TPW,47 Rail Transport,48.7,Transport
1990 Q3,I.TPW,48 Water Transport,6.6,Transport
1990 Q3,I.TPW,49 Air and Space Transport,40,Transport
1990 Q3,I.TPW,50 Other Transport,10.9,Transport
1990 Q3,I.TPW,51 Postal and Courier Pick-up and Delivery Services,73.9,Transport
1990 Q3,I.TPW,52 Transport Support Services,42.6,Transport
1990 Q3,I.TPW,53 Warehousing and Storage Services,17,Transport
1990 Q3,J.IMT,54 Publishing (except Internet and Music Publishing),47.7,Media&telecom
1990 Q3,J.IMT,55 Motion Picture and Sound Recording Activities,22,Media&telecom
